"No.","Time","Source","Destination","Protocol","Length","Flags","Window","Differentiated Services Field","Version","Info"
"45","2.776939345","142.250.75.170","10.0.0.6","QUIC","99","","","0x80","","Protected Payload (KP0)"
"46","2.777174671","10.0.0.6","142.250.75.170","QUIC","77","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"47","2.777625965","142.250.75.170","10.0.0.6","QUIC","410","","","0x80","","Protected Payload (KP0)"
"48","2.778316537","98.137.11.163","10.0.0.6","TCP","74","0x012","28960","0x00","","443  >  56160 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1452 SACK_PERM TSval=2920783977 TSecr=196002142 WS=128"
"49","2.778359047","10.0.0.6","98.137.11.163","TCP","66","0x010","502","0x00","","56160  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=196002424 TSecr=2920783977"
"50","2.781361896","10.0.0.6","142.250.75.170","QUIC","75","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"51","2.782146762","98.137.11.163","10.0.0.6","TCP","74","0x012","28960","0x00","","443  >  56172 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1452 SACK_PERM TSval=2923263525 TSecr=196002143 WS=128"
"52","2.782179345","10.0.0.6","98.137.11.163","TCP","66","0x010","502","0x00","","56172  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=196002427 TSecr=2923263525"
"53","2.783196364","10.0.0.6","98.137.11.163","TLSv1.3","1881","0x018","502","0x00","TLS 1.0","Client Hello (SNI=yahoo.com)"
"54","2.784084942","10.0.0.6","98.137.11.163","TLSv1.3","1817","0x018","502","0x00","TLS 1.0","Client Hello (SNI=yahoo.com)"
"55","2.826214121","10.0.0.6","142.250.75.170","QUIC","72","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"56","2.838539415","142.250.75.170","10.0.0.6","QUIC","66","","","0x80","","Protected Payload (KP0)"
"57","2.885771451","10.0.0.6","142.250.75.170","QUIC","71","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"58","2.896949568","142.250.75.170","10.0.0.6","QUIC","67","","","0x80","","Protected Payload (KP0)"
"59","2.912060562","142.250.75.170","10.0.0.6","QUIC","69","","","0x80","","Protected Payload (KP0)"
"60","3.073398085","98.137.11.163","10.0.0.6","TCP","74","0x012","28960","0x00","","443  >  56182 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1452 SACK_PERM TSval=2917905495 TSecr=196002394 WS=128"
"61","3.073487933","10.0.0.6","98.137.11.163","TCP","66","0x010","502","0x00","","56182  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=196002719 TSecr=2917905495"
"62","3.073908572","98.137.11.163","10.0.0.6","TCP","66","0x010","249","0x00","","443  >  56160 [ACK] Seq=1 Ack=1441 Win=31872 Len=0 TSval=2920784267 TSecr=196002428"
"63","3.074176155","10.0.0.6","98.137.11.163","TLSv1.3","1849","0x018","502","0x00","TLS 1.0","Client Hello (SNI=yahoo.com)"
"64","3.074644343","98.137.11.163","10.0.0.6","TCP","66","0x010","272","0x00","","443  >  56160 [ACK] Seq=1 Ack=1816 Win=34816 Len=0 TSval=2920784267 TSecr=196002428"
"65","3.076259100","98.137.11.163","10.0.0.6","TLSv1.3","1465","0x010","272","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec, Application Data"
"66","3.076311856","10.0.0.6","98.137.11.163","TCP","66","0x010","524","0x00","","56160  >  443 [ACK] Seq=1816 Ack=1400 Win=67072 Len=0 TSval=196002721 TSecr=2920784267"
"67","3.078168596","98.137.11.163","10.0.0.6","TLSv1.3","2505","0x018","272","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"68","3.078200348","10.0.0.6","98.137.11.163","TCP","66","0x010","562","0x00","","56160  >  443 [ACK] Seq=1816 Ack=3839 Win=71936 Len=0 TSval=196002723 TSecr=2920784267"
"69","3.078650210","98.137.11.163","10.0.0.6","TCP","66","0x010","254","0x00","","443  >  56172 [ACK] Seq=1 Ack=1752 Win=32512 Len=0 TSval=2923263815 TSecr=196002429"
"70","3.080676212","98.137.11.163","10.0.0.6","TLSv1.3","1465","0x010","254","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec, Application Data"
"71","3.080782952","10.0.0.6","98.137.11.163","TCP","66","0x010","524","0x00","","56172  >  443 [ACK] Seq=1752 Ack=1400 Win=67072 Len=0 TSval=196002726 TSecr=2923263816"
"72","3.084468633","10.0.0.6","98.137.11.163","TLSv1.3","130","0x018","562","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"73","3.084862085","10.0.0.6","98.137.11.163","TLSv1.3","158","0x018","562","0x00","TLS 1.2","Application Data"
"74","3.085108502","10.0.0.6","98.137.11.163","TLSv1.3","637","0x018","562","0x00","TLS 1.2","Application Data"
"75","3.087399575","98.137.11.163","10.0.0.6","TLSv1.3","2504","0x018","254","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"76","3.087422073","10.0.0.6","98.137.11.163","TCP","66","0x010","562","0x00","","56172  >  443 [ACK] Seq=1752 Ack=3838 Win=71936 Len=0 TSval=196002733 TSecr=2923263816"
"77","3.087823103","10.0.0.6","98.137.11.163","TLSv1.3","130","0x018","562","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"78","3.325934654","98.137.11.163","10.0.0.6","TCP","66","0x010","272","0x00","","[TCP Dup ACK 64#1] 443  >  56160 [ACK] Seq=3839 Ack=1816 Win=34816 Len=0 TSval=2920784559 TSecr=196002723"
"79","3.325935347","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","272","0x00","TLS 1.2","Application Data"
"80","3.325935374","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","272","0x00","TLS 1.2","Application Data"
"81","3.326078546","10.0.0.6","98.137.11.163","TCP","66","0x010","606","0x00","","56160  >  443 [ACK] Seq=2543 Ack=4381 Win=77568 Len=0 TSval=196002971 TSecr=2920784565"
"82","3.326827544","98.137.11.163","10.0.0.6","TLSv1.3","109","0x018","272","0x00","TLS 1.2","Application Data"
"83","3.326827590","98.137.11.163","10.0.0.6","TLSv1.3","97","0x018","272","0x00","TLS 1.2","Application Data"
"84","3.326939042","10.0.0.6","98.137.11.163","TCP","66","0x010","606","0x00","","56160  >  443 [ACK] Seq=2543 Ack=4455 Win=77568 Len=0 TSval=196002972 TSecr=2920784565"
"85","3.327115698","98.137.11.163","10.0.0.6","TCP","78","0x010","235","0x00","","[TCP Dup ACK 60#1] 443  >  56182 [ACK] Seq=1 Ack=1 Win=30080 Len=0 TSval=2917905798 TSecr=196002719 SLE=1441 SRE=1784"
"86","3.327115839","98.137.11.163","10.0.0.6","TCP","66","0x010","258","0x00","","443  >  56182 [ACK] Seq=1 Ack=1784 Win=33024 Len=0 TSval=2917905798 TSecr=196002719"
"87","3.327228979","10.0.0.6","98.137.11.163","TLSv1.3","97","0x018","606","0x00","TLS 1.2","Application Data"
"88","3.328242752","98.137.11.163","10.0.0.6","TLSv1.3","2864","0x010","258","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec, Application Data"
"89","3.328257721","10.0.0.6","98.137.11.163","TCP","66","0x010","545","0x00","","56182  >  443 [ACK] Seq=1784 Ack=2799 Win=69760 Len=0 TSval=196002973 TSecr=2917905799"
"90","3.331463839","98.137.11.163","10.0.0.6","TLSv1.3","1105","0x018","258","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"91","3.331463971","98.137.11.163","10.0.0.6","TLSv1.3","773","0x018","294","0x00","TLS 1.2","Application Data"
"92","3.331463998","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","254","0x00","TLS 1.2","Application Data"
"93","3.331489573","10.0.0.6","98.137.11.163","TCP","66","0x010","567","0x00","","56182  >  443 [ACK] Seq=1784 Ack=3838 Win=72576 Len=0 TSval=196002977 TSecr=2917905799"
"94","3.331957715","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","254","0x00","TLS 1.2","Application Data"
"95","3.331957870","98.137.11.163","10.0.0.6","TLSv1.3","109","0x018","254","0x00","TLS 1.2","Application Data"
"96","3.332030941","10.0.0.6","98.137.11.163","TLSv1.3","130","0x018","567","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"97","3.332719960","10.0.0.6","98.137.11.163","TCP","66","0x010","606","0x00","","56172  >  443 [ACK] Seq=1816 Ack=4423 Win=77568 Len=0 TSval=196002978 TSecr=2923264115"
"98","3.335416686","10.0.0.6","142.250.75.170","QUIC","187","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"99","3.347388880","142.250.75.170","10.0.0.6","QUIC","73","","","0x80","","Protected Payload (KP0)"
"100","3.348133338","10.0.0.6","10.0.0.138","DNS","84","","","0x00","","Standard query 0x0b8b A www.yahoo.com OPT"
"101","3.348740597","10.0.0.6","10.0.0.138","DNS","84","","","0x00","","Standard query 0xb7c4 HTTPS www.yahoo.com OPT"
"102","3.372359213","10.0.0.6","98.137.11.163","TCP","66","0x010","627","0x00","","56160  >  443 [ACK] Seq=2574 Ack=5162 Win=80256 Len=0 TSval=196003018 TSecr=2920784570"
"103","3.374515356","10.0.0.6","142.250.75.170","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"104","3.384596858","10.0.0.138","10.0.0.6","DNS","161","","","0x00","","Standard query response 0x0b8b A www.yahoo.com CNAME me-ycpi-cf-www.g06.yahoodns.net A 87.248.116.12 A 87.248.116.11 OPT"
"105","3.385212354","10.0.0.138","10.0.0.6","DNS","201","","","0x00","","Standard query response 0xb7c4 HTTPS www.yahoo.com CNAME me-ycpi-cf-www.g06.yahoodns.net SOA yf1.a1.b.yahoo.net OPT"
"106","3.385452605","10.0.0.6","10.0.0.138","DNS","102","","","0x00","","Standard query 0x17f8 HTTPS me-ycpi-cf-www.g06.yahoodns.net OPT"
"107","3.394324170","10.0.0.6","87.248.116.12","TCP","74","0x002","64240","0x00","","42042  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2340362420 TSecr=0 WS=128"
"108","3.484880622","142.250.75.170","10.0.0.6","QUIC","1288","","","0x80","","Protected Payload (KP0)"
"109","3.484881144","142.250.75.170","10.0.0.6","QUIC","1292","","","0x80","","Protected Payload (KP0)"
"110","3.484881195","142.250.75.170","10.0.0.6","QUIC","1292","","","0x80","","Protected Payload (KP0)"
"111","3.485925414","10.0.0.6","142.250.75.170","QUIC","77","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"112","3.487532774","142.250.75.170","10.0.0.6","QUIC","1292","","","0x80","","Protected Payload (KP0)"
"113","3.487533609","142.250.75.170","10.0.0.6","QUIC","1292","","","0x80","","Protected Payload (KP0)"
"114","3.487534020","142.250.75.170","10.0.0.6","QUIC","1023","","","0x80","","Protected Payload (KP0)"
"115","3.487534156","142.250.75.170","10.0.0.6","QUIC","298","","","0x80","","Protected Payload (KP0)"
"116","3.487534292","10.0.0.138","10.0.0.6","DNS","177","","","0x00","","Standard query response 0x17f8 HTTPS me-ycpi-cf-www.g06.yahoodns.net SOA yf1.a1.b.yahoo.net OPT"
"117","3.487782463","87.248.116.12","10.0.0.6","TCP","74","0x012","28960","0x00","","443  >  42042 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1452 SACK_PERM TSval=3398457365 TSecr=2340362420 WS=8192"
"118","3.487808840","10.0.0.6","87.248.116.12","TCP","66","0x010","502","0x00","","42042  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2340362514 TSecr=3398457365"
"119","3.488217767","10.0.0.6","142.250.75.170","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"120","3.488634418","10.0.0.6","142.250.75.170","QUIC","73","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"121","3.489117790","10.0.0.6","87.248.116.12","TLSv1.3","1885","0x018","502","0x00","TLS 1.0","Client Hello (SNI=www.yahoo.com)"
"122","3.514501922","10.0.0.6","142.250.75.170","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"123","3.526812473","142.250.75.170","10.0.0.6","QUIC","66","","","0x80","","Protected Payload (KP0)"
"124","3.585912358","87.248.116.12","10.0.0.6","TCP","66","0x010","4","0x00","","443  >  42042 [ACK] Seq=1 Ack=1441 Win=32768 Len=0 TSval=3398457459 TSecr=2340362515"
"125","3.585912725","87.248.116.12","10.0.0.6","TCP","66","0x010","5","0x00","","443  >  42042 [ACK] Seq=1 Ack=1820 Win=40960 Len=0 TSval=3398457459 TSecr=2340362515"
"126","3.586938489","87.248.116.12","10.0.0.6","TLSv1.3","4162","0x018","5","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec, Application Data"
"127","3.586972691","10.0.0.6","87.248.116.12","TCP","66","0x010","565","0x00","","42042  >  443 [ACK] Seq=1820 Ack=4097 Win=72320 Len=0 TSval=2340362613 TSecr=3398457459"
"128","3.587650122","87.248.116.12","10.0.0.6","TLSv1.3","1395","0x018","5","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data"
"129","3.587650307","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","258","0x00","TLS 1.2","Application Data"
"130","3.587673639","10.0.0.6","87.248.116.12","TCP","66","0x010","587","0x00","","42042  >  443 [ACK] Seq=1820 Ack=5426 Win=75136 Len=0 TSval=2340362614 TSecr=3398457459"
"131","3.588063797","98.137.11.163","10.0.0.6","TLSv1.3","337","0x018","258","0x00","TLS 1.2","Application Data"
"132","3.588063905","98.137.11.163","10.0.0.6","TLSv1.3","109","0x018","258","0x00","TLS 1.2","Application Data"
"133","3.588604661","10.0.0.6","98.137.11.163","TCP","66","0x010","610","0x00","","56182  >  443 [ACK] Seq=1848 Ack=4423 Win=78080 Len=0 TSval=196003234 TSecr=2917906048"
"134","3.591589864","98.137.11.163","10.0.0.6","TCP","66","0x010","294","0x00","","443  >  56160 [ACK] Seq=5162 Ack=2574 Win=37632 Len=0 TSval=2920784844 TSecr=196002972"
"135","3.593957358","10.0.0.6","87.248.116.12","TLSv1.3","130","0x018","587","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"136","3.595242278","10.0.0.6","87.248.116.12","TLSv1.3","158","0x018","587","0x00","TLS 1.2","Application Data"
"137","3.595597718","10.0.0.6","87.248.116.12","TLSv1.3","801","0x018","587","0x00","TLS 1.2","Application Data"
"138","3.693540158","87.248.116.12","10.0.0.6","TLSv1.3","353","0x018","5","0x00","TLS 1.2","Application Data"
"139","3.693540535","87.248.116.12","10.0.0.6","TLSv1.3","353","0x018","5","0x00","TLS 1.2","Application Data"
"140","3.693540584","87.248.116.12","10.0.0.6","TLSv1.3","131","0x018","5","0x00","TLS 1.2","Application Data"
"141","3.693851686","10.0.0.6","87.248.116.12","TCP","66","0x010","631","0x00","","42042  >  443 [ACK] Seq=2711 Ack=6065 Win=80768 Len=0 TSval=2340362720 TSecr=3398457563"
"142","3.694230254","10.0.0.6","87.248.116.12","TLSv1.3","97","0x018","631","0x00","TLS 1.2","Application Data"
"143","3.697631542","87.248.116.12","10.0.0.6","TLSv1.3","874","0x018","5","0x00","TLS 1.2","Application Data"
"144","3.714699309","10.0.0.6","142.250.75.170","QUIC","265","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"145","3.717907767","10.0.0.6","10.0.0.138","DNS","85","","","0x00","","Standard query 0xfcdb A guce.yahoo.com OPT"
"146","3.718241681","10.0.0.6","10.0.0.138","DNS","85","","","0x00","","Standard query 0x0d2f HTTPS guce.yahoo.com OPT"
"147","3.731037096","10.0.0.138","10.0.0.6","DNS","244","","","0x00","","Standard query response 0x0d2f HTTPS guce.yahoo.com CNAME real.rotation.guce.aws.oath.cloud CNAME prod-rotation-v2.guce.aws.oath.cloud SOA ns-877.awsdns-45.net OPT"
"148","3.731649462","10.0.0.6","10.0.0.138","DNS","107","","","0x00","","Standard query 0xd467 HTTPS prod-rotation-v2.guce.aws.oath.cloud OPT"
"149","3.739489237","10.0.0.6","87.248.116.12","TCP","66","0x010","653","0x00","","42042  >  443 [ACK] Seq=2742 Ack=6873 Win=83584 Len=0 TSval=2340362766 TSecr=3398457594"
"150","3.740302555","10.0.0.138","10.0.0.6","DNS","191","","","0x00","","Standard query response 0xd467 HTTPS prod-rotation-v2.guce.aws.oath.cloud SOA ns-877.awsdns-45.net OPT"
"151","3.745432946","142.250.75.170","10.0.0.6","QUIC","70","","","0x80","","Protected Payload (KP0)"
"152","3.771056735","10.0.0.6","142.250.75.170","QUIC","74","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"153","3.893250835","142.250.75.170","10.0.0.6","QUIC","372","","","0x80","","Protected Payload (KP0)"
"154","3.893251142","142.250.75.170","10.0.0.6","QUIC","218","","","0x80","","Protected Payload (KP0)"
"155","3.893251210","87.248.116.12","10.0.0.6","TCP","66","0x010","5","0x00","","443  >  42042 [ACK] Seq=6873 Ack=2742 Win=40960 Len=0 TSval=3398457708 TSecr=2340362720"
"156","3.893820292","10.0.0.6","142.250.75.170","QUIC","77","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"157","3.966463746","10.0.0.6","142.250.75.170","QUIC","72","","","0x00","","Protected Payload (KP0), DCID=ec0c9991806b4cc6"
"158","3.982938085","142.250.75.170","10.0.0.6","QUIC","66","","","0x80","","Protected Payload (KP0)"
"159","3.985739713","142.250.75.170","10.0.0.6","QUIC","67","","","0x80","","Protected Payload (KP0)"
"160","4.197619202","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.1? Tell 10.0.0.138"
"161","4.200050956","10.0.0.138","10.0.0.6","DNS","348","","","0x00","","Standard query response 0xfcdb A guce.yahoo.com CNAME real.rotation.guce.aws.oath.cloud CNAME prod-rotation-v2.guce.aws.oath.cloud A 34.250.83.101 A 54.154.59.163 A 3.248.116.243 NS ns-1173.awsdns-18.org NS ns-1859.awsdns-40.co.uk NS ns-394.awsdns-49.com NS ns-877.awsdns-45.net OPT"
"162","4.213602845","10.0.0.6","34.250.83.101","TCP","74","0x002","64240","0x00","","50726  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3406882580 TSecr=0 WS=128"
"163","4.290744884","34.250.83.101","10.0.0.6","TCP","74","0x012","26847","0x00","","443  >  50726 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1452 SACK_PERM TSval=2944981445 TSecr=3406882580 WS=256"
"164","4.290800345","10.0.0.6","34.250.83.101","TCP","66","0x010","502","0x00","","50726  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3406882657 TSecr=2944981445"
"165","4.291411369","10.0.0.6","34.250.83.101","TLSv1.2","1886","0x018","502","0x00","TLS 1.0","Client Hello (SNI=guce.yahoo.com)"
"166","4.299152514","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.13? Tell 10.0.0.138"
"167","4.364713080","34.250.83.101","10.0.0.6","TCP","66","0x010","172","0x00","","443  >  50726 [ACK] Seq=1 Ack=1441 Win=44032 Len=0 TSval=2944981540 TSecr=3406882658"
"168","4.366471957","34.250.83.101","10.0.0.6","TCP","66","0x010","183","0x00","","443  >  50726 [ACK] Seq=1 Ack=1821 Win=46848 Len=0 TSval=2944981542 TSecr=3406882658"
