"No.","Time","Source","Destination","Protocol","Length","Flags","Window","Differentiated Services Field","Version","Info"
"30","0.515701891","10.0.0.6","35.186.224.24","TCP","66","0x010","501","0x00","","47152  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2985922412 TSecr=3473916150"
"31","0.515735743","10.0.0.6","35.186.224.24","TCP","66","0x010","501","0x00","","47124  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2985922412 TSecr=4132820643"
"32","0.515765691","10.0.0.6","142.250.75.74","TCP","66","0x010","690","0x00","","52224  >  443 [ACK] Seq=1 Ack=1 Win=690 Len=0 TSval=1345810317 TSecr=1751770474"
"33","0.515795173","10.0.0.6","142.250.180.67","TCP","66","0x010","668","0x00","","59740  >  443 [ACK] Seq=1 Ack=1 Win=668 Len=0 TSval=3715386180 TSecr=1877752309"
"34","0.522886238","142.250.75.35","10.0.0.6","TCP","66","0x010","1042","0x80","","[TCP ACKed unseen segment] 443  >  33390 [ACK] Seq=1 Ack=2 Win=1042 Len=0 TSval=3633147193 TSecr=1246200791"
"35","0.522886614","142.250.75.74","10.0.0.6","TCP","66","0x010","1050","0x80","","[TCP ACKed unseen segment] 443  >  52224 [ACK] Seq=1 Ack=2 Win=1050 Len=0 TSval=1751818594 TSecr=1345762197"
"36","0.522886645","142.250.75.110","10.0.0.6","TCP","66","0x010","1043","0x80","","[TCP ACKed unseen segment] 443  >  47580 [ACK] Seq=1 Ack=2 Win=1043 Len=0 TSval=2438148304 TSecr=3760291246"
"37","0.523510583","35.186.224.26","10.0.0.6","TCP","66","0x010","1050","0x60","","[TCP ACKed unseen segment] 443  >  34296 [ACK] Seq=1 Ack=2 Win=1050 Len=0 TSval=455438072 TSecr=2124376489"
"38","0.523510721","35.186.224.24","10.0.0.6","TCP","66","0x010","1044","0x60","","[TCP ACKed unseen segment] 443  >  47192 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=146585607 TSecr=2985875121"
"39","0.523510754","35.186.224.24","10.0.0.6","TCP","66","0x010","1044","0x60","","[TCP ACKed unseen segment] 443  >  47188 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=2195175063 TSecr=2985875076"
"40","0.523510781","35.186.224.24","10.0.0.6","TCP","66","0x010","1044","0x60","","[TCP ACKed unseen segment] 443  >  47174 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=3269124573 TSecr=2985874986"
"41","0.523510804","35.186.224.24","10.0.0.6","TCP","66","0x010","1042","0x60","","[TCP ACKed unseen segment] 443  >  47198 [ACK] Seq=1 Ack=2 Win=1042 Len=0 TSval=3926316584 TSecr=2985876964"
"42","0.523510829","35.186.224.41","10.0.0.6","TCP","66","0x010","1044","0x60","","[TCP ACKed unseen segment] 443  >  44532 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=3931257863 TSecr=3989744282"
"43","0.523510856","35.186.224.24","10.0.0.6","TCP","66","0x010","1044","0x60","","[TCP ACKed unseen segment] 443  >  47168 [ACK] Seq=1 Ack=2 Win=1044 Len=0 TSval=2126868393 TSecr=2985875257"
"44","0.523586760","35.186.224.24","10.0.0.6","TCP","66","0x010","1042","0x60","","[TCP ACKed unseen segment] 443  >  47124 [ACK] Seq=1 Ack=2 Win=1042 Len=0 TSval=4132866552 TSecr=2985876508"
"45","0.523586794","35.186.224.24","10.0.0.6","TCP","66","0x010","1042","0x60","","[TCP ACKed unseen segment] 443  >  47152 [ACK] Seq=1 Ack=2 Win=1042 Len=0 TSval=3473961795 TSecr=2985876771"
"46","0.572497767","199.232.82.248","10.0.0.6","TCP","66","0x010","290","0x00","","[TCP ACKed unseen segment] 443  >  57406 [ACK] Seq=1 Ack=2 Win=290 Len=0 TSval=3895622815 TSecr=3076705465"
"47","0.572498130","199.232.82.251","10.0.0.6","TCP","66","0x010","296","0x00","","[TCP ACKed unseen segment] 443  >  43080 [ACK] Seq=1 Ack=2 Win=296 Len=0 TSval=3453661446 TSecr=2531540962"
"48","0.574062959","199.232.82.251","10.0.0.6","TCP","66","0x010","300","0x00","","[TCP ACKed unseen segment] 443  >  43038 [ACK] Seq=1 Ack=2 Win=300 Len=0 TSval=4118185 TSecr=2531541015"
"49","0.580035229","199.232.82.251","10.0.0.6","TCP","66","0x010","290","0x00","","[TCP ACKed unseen segment] 443  >  43082 [ACK] Seq=1 Ack=2 Win=290 Len=0 TSval=3809425283 TSecr=2531540541"
"50","0.580035529","199.232.82.248","10.0.0.6","TCP","66","0x010","295","0x00","","[TCP ACKed unseen segment] 443  >  57400 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=4009634491 TSecr=3076705486"
"51","0.583987673","142.250.180.67","10.0.0.6","TCP","66","0x010","1036","0x80","","[TCP ACKed unseen segment] 443  >  59740 [ACK] Seq=1 Ack=2 Win=1036 Len=0 TSval=1877801187 TSecr=3715337304"
"52","0.613635949","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 169.254.19.152? Tell 10.0.0.138"
"53","0.716470798","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.20? Tell 10.0.0.138"
"54","0.818889706","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.14? Tell 10.0.0.138"
"55","0.921154470","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.16? Tell 10.0.0.138"
"56","1.023590172","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 169.254.90.215? Tell 10.0.0.138"
"57","1.045222912","10.0.0.6","35.186.224.24","UDP","120","","","0x00","","59533  >  443 Len=78"
"58","1.060130218","10.0.0.6","239.255.255.250","SSDP","215","","","0x00","","M-SEARCH * HTTP/1.1 "
"59","1.060647502","10.0.0.6","239.255.255.250","SSDP","215","","","0x00","","M-SEARCH * HTTP/1.1 "
"60","1.066978092","10.0.0.4","10.0.0.6","UDP","540","","","0x00","","46011  >  41807 Len=498"
"61","1.066978516","10.0.0.9","10.0.0.6","UDP","540","","","0x00","","35631  >  41807 Len=498"
"62","1.066978573","10.0.0.3","10.0.0.6","UDP","540","","","0x00","","50331  >  41807 Len=498"
"63","1.066978604","10.0.0.5","10.0.0.6","UDP","540","","","0x00","","42657  >  41807 Len=498"
"64","1.081259644","35.186.224.24","10.0.0.6","UDP","70","","","0x60","","443  >  59533 Len=28"
"65","1.090354838","10.0.0.6","142.250.75.106","TCP","66","0x010","654","0x00","","48222  >  443 [ACK] Seq=1 Ack=1 Win=654 Len=0 TSval=4055405373 TSecr=1527600469"
"66","1.099555322","142.250.75.106","10.0.0.6","TCP","66","0x010","1043","0x80","","[TCP ACKed unseen segment] 443  >  48222 [ACK] Seq=1 Ack=2 Win=1043 Len=0 TSval=1527645493 TSecr=4055360354"
"67","1.109195472","10.0.0.6","35.186.224.24","UDP","74","","","0x00","","59533  >  443 Len=32"
"68","1.125362786","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.21? Tell 10.0.0.138"
"69","1.159376480","35.186.224.24","10.0.0.6","UDP","694","","","0x80","","443  >  59533 Len=652"
"70","1.160087959","10.0.0.6","35.186.224.24","UDP","75","","","0x00","","59533  >  443 Len=33"
"71","1.162417581","35.186.224.24","10.0.0.6","UDP","1288","","","0x60","","443  >  59533 Len=1246"
"72","1.162982651","10.0.0.6","35.186.224.24","UDP","78","","","0x00","","59533  >  443 Len=36"
"73","1.196708880","35.186.224.24","10.0.0.6","UDP","66","","","0x80","","443  >  59533 Len=24"
"74","1.228102331","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.12? Tell 10.0.0.138"
"75","1.330558147","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.175.108.169? Tell 10.0.0.138"
"76","1.432570896","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.1? Tell 10.0.0.138"
"77","1.534873152","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.15? Tell 10.0.0.138"
"78","1.637400486","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.33? Tell 10.0.0.138"
"79","1.739515999","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.9? Tell 10.0.0.138"
"80","1.842158819","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.5? Tell 10.0.0.138"
"81","1.922643233","10.0.0.6","35.186.224.24","TCP","66","0x010","501","0x00","","47138  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2985923819 TSecr=2642930351"
"82","1.929963905","35.186.224.24","10.0.0.6","TCP","66","0x010","1040","0x60","","[TCP ACKed unseen segment] 443  >  47138 [ACK] Seq=1 Ack=2 Win=1040 Len=0 TSval=2642975423 TSecr=2985878747"
"83","1.946019588","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.4? Tell 10.0.0.138"
"84","2.046917541","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.3? Tell 10.0.0.138"
"85","2.061633418","10.0.0.6","239.255.255.250","SSDP","215","","","0x00","","M-SEARCH * HTTP/1.1 "
"86","2.062172960","10.0.0.6","239.255.255.250","SSDP","215","","","0x00","","M-SEARCH * HTTP/1.1 "
"87","2.065125913","10.0.0.9","10.0.0.6","UDP","540","","","0x00","","40977  >  41807 Len=498"
"88","2.065126240","10.0.0.4","10.0.0.6","UDP","540","","","0x00","","39906  >  41807 Len=498"
"89","2.065665508","10.0.0.3","10.0.0.6","UDP","540","","","0x00","","50230  >  41807 Len=498"
"90","2.065665666","10.0.0.5","10.0.0.6","UDP","540","","","0x00","","53866  >  41807 Len=498"
"91","2.149652513","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.8? Tell 10.0.0.138"
"92","2.150764802","10.0.0.6","142.250.75.46","UDP","800","","","0x00","","47660  >  443 Len=758"
"93","2.152482485","10.0.0.6","35.186.224.26","UDP","696","","","0x00","","37346  >  443 Len=654"
"94","2.157858402","142.250.75.46","10.0.0.6","UDP","104","","","0x80","","443  >  47660 Len=62"
"95","2.157859009","142.250.75.46","10.0.0.6","UDP","100","","","0x80","","443  >  47660 Len=58"
"96","2.159192515","10.0.0.6","142.250.75.46","UDP","77","","","0x00","","47660  >  443 Len=35"
"97","2.160887676","35.186.224.26","10.0.0.6","UDP","73","","","0x60","","443  >  37346 Len=31"
"98","2.165526184","10.0.0.6","35.186.224.26","UDP","1287","","","0x00","","37346  >  443 Len=1245"
"99","2.165863713","10.0.0.6","35.186.224.26","UDP","1070","","","0x00","","37346  >  443 Len=1028"
"100","2.166205203","10.0.0.6","35.186.224.24","UDP","115","","","0x00","","45494  >  443 Len=73"
"101","2.174481185","35.186.224.26","10.0.0.6","UDP","73","","","0x60","","443  >  37346 Len=31"
"102","2.174481348","35.186.224.24","10.0.0.6","UDP","73","","","0x60","","443  >  45494 Len=31"
"103","2.177047986","10.0.0.6","35.186.224.26","UDP","75","","","0x00","","37346  >  443 Len=33"
"104","2.177262412","10.0.0.6","35.186.224.24","UDP","75","","","0x00","","45494  >  443 Len=33"
"105","2.192648530","142.250.75.46","10.0.0.6","UDP","66","","","0x80","","443  >  47660 Len=24"
"106","2.248183926","35.186.224.24","10.0.0.6","UDP","394","","","0x80","","443  >  45494 Len=352"
"107","2.251414237","10.0.0.6","35.186.224.24","UDP","80","","","0x00","","45494  >  443 Len=38"
"108","2.251728374","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.25? Tell 10.0.0.138"
"109","2.258701560","35.186.224.24","10.0.0.6","UDP","68","","","0x80","","443  >  45494 Len=26"
"110","2.295933602","35.186.224.26","10.0.0.6","UDP","161","","","0x60","","443  >  37346 Len=119"
"111","2.297747373","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"112","2.306144373","35.186.224.26","10.0.0.6","UDP","67","","","0x60","","443  >  37346 Len=25"
"113","2.353856640","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.27? Tell 10.0.0.138"
"114","2.390379494","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"115","2.390379671","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"116","2.390379720","35.186.224.26","10.0.0.6","UDP","171","","","0x80","","443  >  37346 Len=129"
"117","2.390379758","35.186.224.41","10.0.0.6","TLSv1.2","2864","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"118","2.390424945","10.0.0.6","35.186.224.41","TCP","66","0x010","501","0x00","","43022  >  443 [ACK] Seq=1 Ack=1400 Win=501 Len=0 TSval=3989793690 TSecr=3748087985"
"119","2.390669180","10.0.0.6","35.186.224.41","TCP","66","0x010","496","0x00","","43022  >  443 [ACK] Seq=1 Ack=2799 Win=496 Len=0 TSval=3989793690 TSecr=3748087985"
"120","2.390880478","10.0.0.6","35.186.224.41","TCP","66","0x010","481","0x00","","43022  >  443 [ACK] Seq=1 Ack=5597 Win=481 Len=0 TSval=3989793690 TSecr=3748087985"
"121","2.392473980","35.186.224.41","10.0.0.6","TLSv1.2","2864","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"122","2.392474091","35.186.224.41","10.0.0.6","TLSv1.2","2864","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"123","2.392474137","35.186.224.41","10.0.0.6","TLSv1.2","1068","0x018","1036","0x60","TLS 1.2","Application Data"
"124","2.392490372","10.0.0.6","35.186.224.41","TCP","66","0x010","496","0x00","","43022  >  443 [ACK] Seq=1 Ack=8395 Win=496 Len=0 TSval=3989793692 TSecr=3748087986"
"125","2.392574452","10.0.0.6","35.186.224.41","TCP","66","0x010","481","0x00","","43022  >  443 [ACK] Seq=1 Ack=11193 Win=481 Len=0 TSval=3989793692 TSecr=3748087987"
"126","2.392611570","10.0.0.6","35.186.224.41","TCP","66","0x010","474","0x00","","43022  >  443 [ACK] Seq=1 Ack=12195 Win=474 Len=0 TSval=3989793692 TSecr=3748087988"
"127","2.398936849","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"128","2.408651312","35.186.224.26","10.0.0.6","UDP","67","","","0x80","","443  >  37346 Len=25"
"129","2.461253284","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.30? Tell 10.0.0.138"
"130","2.486545438","10.0.0.6","10.0.0.138","DNS","89","","","0x00","","Standard query 0x42c9 A seektables.scdn.co OPT"
"131","2.487453685","10.0.0.6","10.0.0.138","DNS","89","","","0x00","","Standard query 0x50ba HTTPS seektables.scdn.co OPT"
"132","2.488226202","10.0.0.6","35.186.224.26","UDP","223","","","0x00","","37346  >  443 Len=181"
"133","2.488665276","10.0.0.6","35.186.224.26","UDP","178","","","0x00","","37346  >  443 Len=136"
"134","2.494920076","35.186.224.26","10.0.0.6","UDP","75","","","0x60","","443  >  37346 Len=33"
"135","2.498468365","10.0.0.6","35.186.224.26","UDP","75","","","0x00","","37346  >  443 Len=33"
"136","2.499496524","10.0.0.138","10.0.0.6","DNS","193","","","0x00","","Standard query response 0x50ba HTTPS seektables.scdn.co CNAME scdnco.spotify.map.fastly.net SOA ns1.fastly.net OPT"
"137","2.499965373","10.0.0.6","10.0.0.138","DNS","100","","","0x00","","Standard query 0x979e HTTPS scdnco.spotify.map.fastly.net OPT"
"138","2.511871153","10.0.0.138","10.0.0.6","DNS","161","","","0x00","","Standard query response 0x979e HTTPS scdnco.spotify.map.fastly.net SOA ns1.fastly.net OPT"
"139","2.548760700","35.186.224.26","10.0.0.6","UDP","79","","","0x60","","443  >  37346 Len=37"
"140","2.551797976","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"141","2.552419924","10.0.0.6","35.186.224.26","UDP","123","","","0x00","","37346  >  443 Len=81"
"142","2.554021731","35.186.224.26","10.0.0.6","UDP","79","","","0x80","","443  >  37346 Len=37"
"143","2.556873105","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"144","2.557471779","10.0.0.6","35.186.224.26","UDP","450","","","0x00","","37346  >  443 Len=408"
"145","2.558960782","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.29? Tell 10.0.0.138"
"146","2.558960980","10.0.0.138","10.0.0.6","DNS","220","","","0x00","","Standard query response 0x42c9 A seektables.scdn.co CNAME scdnco.spotify.map.fastly.net A 199.232.82.248 NS ns1.fastly.net NS ns2.fastly.net NS ns3.fastly.net NS ns4.fastly.net OPT"
"147","2.558961025","35.186.224.26","10.0.0.6","UDP","67","","","0x80","","443  >  37346 Len=25"
"148","2.559893320","10.0.0.6","199.232.82.248","TCP","74","0x002","64240","0x00","","48694  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3076754742 TSecr=0 WS=128"
"149","2.560684626","35.186.224.26","10.0.0.6","UDP","73","","","0x60","","443  >  37346 Len=31"
"150","2.563041007","10.0.0.6","35.186.224.26","UDP","75","","","0x00","","37346  >  443 Len=33"
"151","2.564430725","35.186.224.26","10.0.0.6","UDP","73","","","0x60","","443  >  37346 Len=31"
"152","2.566764699","10.0.0.6","35.186.224.26","UDP","75","","","0x00","","37346  >  443 Len=33"
"153","2.622690186","35.186.224.26","10.0.0.6","UDP","433","","","0x60","","443  >  37346 Len=391"
"154","2.625001586","199.232.82.248","10.0.0.6","TCP","74","0x012","65535","0x00","","443  >  48694 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM TSval=4058994495 TSecr=3076754742 WS=512"
"155","2.625055816","10.0.0.6","199.232.82.248","TCP","66","0x010","502","0x00","","48694  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3076754807 TSecr=4058994495"
"156","2.627939455","10.0.0.6","199.232.82.248","TLSv1.3","1794","0x018","502","0x00","TLS 1.0","Client Hello (SNI=seektables.scdn.co)"
"157","2.629674060","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"158","2.638054691","35.186.224.26","10.0.0.6","UDP","67","","","0x60","","443  >  37346 Len=25"
"159","2.663063057","HeightsTelec_bb:60:dc","Broadcast","ARP","60","","","","","Who has 10.0.0.12? Tell 10.0.0.138"
"160","2.696675145","199.232.82.248","10.0.0.6","TCP","66","0x010","290","0x00","","443  >  48694 [ACK] Seq=1 Ack=1729 Win=148480 Len=0 TSval=4058994564 TSecr=3076754810"
"161","2.696675506","199.232.82.248","10.0.0.6","TLSv1.3","2864","0x018","290","0x00","TLS 1.2,TLS 1.2,TLS 1.2","Server Hello, Change Cipher Spec, Application Data"
"162","2.696675740","199.232.82.248","10.0.0.6","TLSv1.3","2313","0x018","290","0x00","TLS 1.2,TLS 1.2,TLS 1.2,TLS 1.2","Application Data, Application Data, Application Data, Application Data"
"163","2.696796629","10.0.0.6","199.232.82.248","TCP","66","0x010","545","0x00","","48694  >  443 [ACK] Seq=1729 Ack=2799 Win=69760 Len=0 TSval=3076754879 TSecr=4058994565"
"164","2.697180458","10.0.0.6","199.232.82.248","TCP","66","0x010","580","0x00","","48694  >  443 [ACK] Seq=1729 Ack=5046 Win=74240 Len=0 TSval=3076754879 TSecr=4058994565"
"165","2.703153878","10.0.0.6","199.232.82.248","TLSv1.3","130","0x018","580","0x00","TLS 1.2,TLS 1.2","Change Cipher Spec, Application Data"
"166","2.703899446","10.0.0.6","199.232.82.248","TLSv1.3","695","0x018","580","0x00","TLS 1.2","Application Data"
"167","2.718174458","35.186.224.26","10.0.0.6","UDP","1287","","","0x60","","443  >  37346 Len=1245"
"168","2.718174915","35.186.224.26","10.0.0.6","UDP","716","","","0x60","","443  >  37346 Len=674"
"169","2.718174984","35.186.224.26","10.0.0.6","UDP","515","","","0x80","","443  >  37346 Len=473"
"170","2.721090354","10.0.0.6","35.186.224.26","UDP","81","","","0x00","","37346  >  443 Len=39"
"171","2.730856563","35.186.224.26","10.0.0.6","UDP","67","","","0x80","","443  >  37346 Len=25"
"172","2.745000258","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"173","2.745001201","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"174","2.745001264","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x010","1036","0x60","TLS 1.2","Application Data"
"175","2.745052060","10.0.0.6","35.186.224.41","TCP","66","0x010","501","0x00","","43022  >  443 [ACK] Seq=1 Ack=13594 Win=501 Len=0 TSval=3989794044 TSecr=3748088339"
"176","2.745308113","10.0.0.6","35.186.224.41","TCP","66","0x010","496","0x00","","43022  >  443 [ACK] Seq=1 Ack=14993 Win=496 Len=0 TSval=3989794044 TSecr=3748088340"
"177","2.745459367","10.0.0.6","35.186.224.41","TCP","66","0x010","489","0x00","","43022  >  443 [ACK] Seq=1 Ack=16392 Win=489 Len=0 TSval=3989794045 TSecr=3748088340"
"178","2.746490823","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"179","2.746491025","35.186.224.41","10.0.0.6","TLSv1.2","2864","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"180","2.746491091","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x010","1036","0x60","TLS 1.2","Application Data"
"181","2.746531060","10.0.0.6","35.186.224.41","TCP","66","0x010","501","0x00","","43022  >  443 [ACK] Seq=1 Ack=17791 Win=501 Len=0 TSval=3989794046 TSecr=3748088340"
"182","2.746808601","10.0.0.6","35.186.224.41","TCP","66","0x010","489","0x00","","43022  >  443 [ACK] Seq=1 Ack=21988 Win=489 Len=0 TSval=3989794046 TSecr=3748088341"
"183","2.748210077","35.186.224.41","10.0.0.6","TLSv1.2","1465","0x018","1036","0x60","TLS 1.2","Application Data"
"184","2.748210310","35.186.224.41","10.0.0.6","TLSv1.2","2864","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"185","2.748210356","35.186.224.41","10.0.0.6","TLSv1.2","597","0x018","1036","0x60","TLS 1.2,TLS 1.2","Application Data, Application Data"
"186","2.748238010","10.0.0.6","35.186.224.41","TCP","66","0x010","501","0x00","","43022  >  443 [ACK] Seq=1 Ack=23387 Win=501 Len=0 TSval=3989794047 TSecr=3748088341"
"187","2.748384735","10.0.0.6","35.186.224.41","TCP","66","0x010","489","0x00","","43022  >  443 [ACK] Seq=1 Ack=26185 Win=489 Len=0 TSval=3989794048 TSecr=3748088342"
"188","2.748468257","10.0.0.6","35.186.224.41","TCP","66","0x010","485","0x00","","43022  >  443 [ACK] Seq=1 Ack=26716 Win=485 Len=0 TSval=3989794048 TSecr=3748088343"
"189","2.755328785","10.0.0.6","35.186.224.24","TLSv1.2","158","0x018","501","0x00","TLS 1.2","[TCP Previous segment not captured] , Application Data"
